,sentence1,sentence2,scores
7918,"The growing unrest, discontent, and uncertainty in the region led to the temporary closure of businesses as thousands began to rally across the NPP demanding independence.","AT THAT SITE, THEY FOUND A DESTROYED 81MM MORTAR SYSTEM ALONG WITH THE DEAD THREE MAN CREW.",0.0091819735
7919,The ROP committed multiple resources to inform the public in the affected counties.,"THE FIREARMS WILL BE TURNED-IN TO THE LOCAL SHERIFF'S DEPARTMENTS, HOWEVER THE FIREARMS WILL BE RETURNED TO THEIR OWNER ONCE STABILITY IS GAINED IN THE PROVINCE; FAILURE TO COMPLY WILL RESULT IN A SIX MONTH JAIL SENTENCE.",0.06383939
7920,Base THREATCON remains elevated.,"THESE FLAGS WERE NOT IN PLACE DURING OPERATION COPPERHEAD, BUT WERE RAISED AFTER THE WITHDRAWAL FROM THE AREA.",0.013533414
7921,These citizens also demand meaningful social and economic reforms in the former NPP in return for the price of American assistance.,"THEY WILL CONTINUE TO APPLY PRESSURE TO THE RESISTANCE, MOVING TO THE RURAL AREAS AS CALM IS BROUGHT TO THE URBAN AREAS.",0.022057332
7922,COLDER AIR WILL SPILL ACROSS THE REGION BEGINNING THURSDAY...BRINGING CHILLY TEMPERATURES MORE TYPICAL OF EARLY DECEMBER THROUGH MUCH OF NEXT WEEK.,"While it is possible that the groups are using violence to support the more public demonstrations against the ROP, the possibility of financial motivations cannot be ruled out since increased law enforcement may be cutting into profits generated by the black market.",0.00970504
7923,SPECIFIC CHARGES INCLUDE:,Even more suspect that the Governor may lose the support of the President and be recalled.,0.009955577
7924,The security concerns in NPP stem from violence attributed to insurgents and is further compounded by the violence from protests.,"CONVERSELY, THE CESSATION OF GUERILLA ACTIVITY IS HARDER TO EXPLAIN.",0.20225853
7925,THIS COULD BE AN INDICATION THAT ISC OPERATIONS ARE BECOMING MORE EFFECTIVE IN THEIR EFFORTS TO SEEK OUT INSURGENTS AND SECURE THE PROVINCES.,"FAYETTEVILLE, PEOPLE'S REPUBLIC OF PINELAND (COASTAL PROVINCE), PEACE INTERNATIONAL REPORTED THE PROVINCE HAD ITS FIRST PEACEFUL NIGHT.",0.013249628
7926,The UPA government praised the Iranian deployment of a large humanitarian fleet en route to Atlantica to provide assistance to IDPs in the PRP and the poor Shia population in the UPA.,CALM WIND BECOMING WEST AROUND 6 MPH.,0.009028023
7927,RECEIVED YOUR DETENTION SUMMARY (19_14_DETENTION INCIDENT) AND HAVE REVEIWED IT.,Reports of domestic abuse continue upward.,0.010459532
7928,THIS MAY EASE PRESSURE IN OTHER PROVINCES AS ASSETS ARE DRAWN AWAY.,"authorities believe this was an AATIMO improvised mortar crew.” An empty, badly burned flatbed was discovered with improvised stands about 700 meters away on an abandoned dirt road.",0.009039194
7929,"The computer models show the storm likely turning northeastward as the weekend comes, running parallel to the East Coast of Atlantica.",A.,0.021581128
7930,"Analyst Comments: As of (W-450), the Republic of Pineland Defense Force (ROPDF) had an estimated 168,000 personnel.",This will further undermine the legitimacy of the ROP Government to protect its citizens.,0.260844
7931,Both groups set up at opposite locations in the park and highlighted a number of speakers and skits.,THIS NO DOUBT WILL ELIMINATE ANY DOUBT ABOUT THE US DECISION TO MOVE FORWARD WITH MILITARY OPERATIONS TO OUST THE UPA FORCES FROM THE FORMER NORTHERN PROVINCE.,0.009743739
7932,"The device, concealed in a backpack, was designed to cause a significant number of injuries.",PRESIDENT HALE-CANTETH HELD WHAT IS REPORTED TO BE THE FIRST OF MANY CLOSED DOOR ADVISORY COUNCIL MEETINGS TO FORMALIZE POST OCCUPATION PLANS FOR THE NORTHERN PROVINCE.,0.00908511
7933,"MANY SIGNS HUNG FROM DWELLING EXPRESSING THAT THIS IS THE FIRST STEP TO A DICTATORSHIP AND ""OUR FIREARMS ARE A GOD GIVEN RIGHT.""","WHEN ISC OFFICIALS ARRIVED AT THE WFF FACILITY, LOCATED ON HWY 24/27, APPROXIMATELY 4.5 MILES WEST OF THE TOWN OF TROY, THEY FOUND MANY BROKEN WINDOWS AND BULLET HOLES IN BUILDINGS AND VEHICLES FROM THE SMALL ARMS FIRE, BUT REPORTED THAT THE FACILITY WAS CLOSED, THEREFORE UNOCCUPIED AT THE TIME.",0.059498508
7934,"JUST AFTER MID-AFTERNOON IN THE ROP CAPITAL, THE U.S. EMBASSY ROCKED BY AN EXPLOSION IN THE NORTH SIDE NEAR THE AMBASSADOR’S LIVING QUARTERS.","As before, suspect that CUIA operatives carried out the deadly attacks.",0.012854571
7935,(U) The ROP Government is losing control of the population in NPP and is very concerned about a large-scale revolt if the persistent violence due to insurgent actions and mass rallies continues.,"LPP GOVERNMENT CONDUCTED PRETRIAL HEARINGS IN ASHEVILLE, OF THE THREE ALLEGED SNIPERS IN DURHAM, RALEIGH, AND WILMINGTON, RESPONSIBLE FOR THE DEATHS OF TWO HUNDRED PEOPLE WHILE WAITING TO REGISTER ON SEP 10.",0.08776415
7936,NFI,The possible connection of the Captain of the “Finning” to the IRGC may give credence to one of the developing hypotheses.,0.06932058
7937,The 120th Guerilla Band conducted a nighttime raid on the Elizabethtown Armory in the PRP.,"For violent groups operating in the Piedmont, the appointment of Governor Paton could potentially be interpreted as an endorsement of the minority movement.",0.05967095
7938,"The currency is stable, but some cash shortages in large urban locations are known.","MAKE SURE YOU ARE NOT OMITTING THE BASICS, COMPROMISING SECURITY AND ARE TAKING ALL THE NECESSARY PRECAUTIONS EVERY TIME YOU DEPART YOUR MSS.",0.008916843
7939,C. 07 JUN 12.,"Some of the most charismatic MARM protest leaders were called in for questioning Tuesday, day after investigators raided their apartments, carting away computers, cell phones, and in at least one case, envelopes stuffed with cash.",0.016332144
7940,"Based on the blast hole and the damage, the device consisted of at least 1,500 lbs of Ammonium Nitrate and Nitro methane.","Membership in some hate groups is increasing according to the Southern Law Center in Columbia, SPP.",0.008741392
7941,"OVERALL, SIGNIFICANT ACTIVITY (SIGACT) REPORTING REMAINED LOW.",MANY LOCAL RESIDENTS FROM THE AREA REPORTED HEARING AUTOMATIC WEAPONS FIRE IN THE VICINITY OF THE WFF COMPOUND WELL AFTER SUNSET.,0.010315167
7942,National Counter Terrorism Center (NCTC) Analyst Comments:  The Nantahala region in NPP has long been an area of unrest with many of local population seeking independence from NPP.,NORTHEAST WINDS AROUND 5 MPH.,0.009036956
7943,"Although the groups are not taking responsibility for the attacks, it is generally accepted that they operate in these inaccessible western expanses.","HUMAN INTELLIGENCE (HUMINT) SOURCES REPORTING FROM OPERATION COPPERHEAD INDICATED THAT PRP SECURITY FORCES OBSERVED FLAGS DISPLAYING A ""BEAR PAW"" BEING FLOWN OVER POSITIONS FROM WHERE THE 1ST MEF UNIT TOOK FIRE NEAR ELIZABETHTOWN.",0.009554403
7944,Gangs are also being linked to the transnational criminal organizations (TCOs) operating in the western border of the NPP.,"THE MOVEMENT OF THE BRIGADE HAS BEEN SHROUDED IN SECRECY, BUT THE ARRIVAL OF THE LEAD ELEMENTS DID NOT GO UNNOTICED BY THE LOCAL CITIZENS.",0.1587502
7945,"(B) 27 0016R HOURS, CHECK POINT NPWC 25, .1 NM EAST OF PRP/ROA BORDER; RECEIVED SIXTEEN 81MM ROUNDS CAUSING SOME HEAVY STRUCTURAL DAMAGE TO THE HQ BUILDING, A BARRACKS AND A STORAGE SHED.","JUST AFTER MID-AFTERNOON, THE U.S. EMBASSY WAS ROCKED BY AN EXPLOSION IN THE NORTH SIDE NEAR THE AMBASSADOR’S LIVING QUARTERS.",0.009820495
7946,Groups held separate rallies in an attempt to win over the large uncommitted population base.,"SIMILAR DEVICES ARE PREVALENT IN COLOMBIA, SOUTH AMERICA AND EMPLOYED BY FUERZAS ARMADAS REVOLUCIONARIAS DE COLOMBIA (FARC) INSURGENTS.",0.029880675
7947,AATIMO or GRA suspected.,"In a follow-up tweet, MuhammadSpeaks tweeted “to all the brave brothers and sisters protesting against the corrupt ROP regime, follow the example of Imam Ali (Peace Be Upon Him), and be prepared to take up arms!” The radical faction of the political party the Builders, led by the influential Senator Charles Dixon, retweeted the comment on his feed.",0.07906536
7948,EAGLE 6,"I STRONGLY RECOMMEND YOU RE-EVALUATE THE COMPLETE LACK OF EMPHASIS YOU'VE PLACED ON REPORTING AND YANK A KNOT IN YOUR ECHO'S THROAT IF THAT IS THE PROBLEM, BUT YOU ARE TREADING ON THIN ICE, AND ITS MELTING QUICKLY.",0.009281908
7949,"MARM’s tactics included the use of children at the front lines of many demonstrations, as well as overloading the 911 emergency systems with automated calls.","This week, ROP legislators revisited accusations that surfaced on W-003 which alleged that the two senior Christian brothers were conducting espionage for the UPA military.",0.009353341
7950,MEF Marine Expeditionary Force hh.,"2) THE ROP ANNOUNCEMENT THAT THEY INTEND TO NOMINATE A ""VETERAN SOLDIER"" WHO WILL SERVE AS THE DEPUTY COMMANDER OF CJTF-30, COMES ON THE HEELS OF SOME ""BEHIND THE SCENES"" PRESSURE BY THE ROP TO INSTALL A ROP REPRESENTATIVE AT THE HIGHEST LEVELS IN THE US MILITARY ORGANIZATION TO ADDRESS THE GROWING CONCERNS ABOUT THE ABSENCE OF A ROP ARMY AT THIS TIME.",0.29722923
7951,"Composition:  Most likely composed of national or provincial command and control headquarters, controlling an unknown number of independent small cellular bands, composed of a hub and 2 to 5 spokes.","SHERIFF'S DEPUTIES SAID THEY FOUND A MAN TIED TO A CHAIR, DEAD AT THE HOME ON GROVES AVENUE.",0.009001714
7952,"The emergence of entities, such as the Tsalagi Gawonihisdi (TG) and Celtic Union (CU) may help carve a path out of the current situation especially if shepherded along by the more moderate leaders of the LPP.",A. SYNOPSIS.,0.013213232
7953,(B) Insurgents attacked the FBP checkpoints in the late evening hours along the northwestern border of the NPP and the ROA.,"These small events are minor in the greater picture, but create excellent psychological encouragement for recruitment of new members and commitment of current associates.",0.050655134
7954,NFI,The PPP has also been silent since they were re-instated into the political realm after a Coastal Territory Federal Judge overturned the convictions against known associates of LTC Coruthers-Seabird and doubts were cast against the case.,0.033616625
7955,"THE MORTAR ATTACK IS BECOMING A MORE AND MORE POPULAR FORM OF RESISTANCE/GORHAB TACTIC DUE TO ITS LOWER LEVEL OF RISK, HOWEVER, AS THE PRP'S FORCES BECOME MORE EFFECTIVE IN COUNTER-BATTERY FIRE, THIS MAY NOT REMAIN THE CASE FOR LONG.","A few of the immigrants required medical attention after authorities found dozens of them locked inside a crowded, hot, ramshackle house, according to a criminal complaint filed in the case.",0.010405927
7956,"CSX Rail spokesman, Nick Gamarche, said the three people injured were all railroad employees who were riding in the CSX #5259 locomotive at the front of the train it derailed near West Rockingham, NPP.","The vehicle also had some other modifications, including heavy shock absorbers, removable panels in the side doors with compartments, and the seat cushions had additional partitions.",0.1228303
7957,(4) AATIMO.,NFI,0.0110246595
7958,Minority and Agrarian Reform Movement (MARM) supporters in the Piedmont Territory are losing confidence in the Paton regime and the LPP government.,"THE INVESTIGATIONS ON THIS MATTER CONTINUE AS MENTIONED IN PREVIOUS REPORTS (TACREP/GHT-H089-6687, INTSUM 25).",0.016105512
7959,"The US Air Force version MQ-9 carries a variety of weapons, including the  laser-guided bomb, the  air-to-ground missiles, the , and recently, the  (Joint Direct Attack Munitions).","Governor Paton, who is well known for negotiating a very difficult peace agreement in the Mountain Territory, is viewed as a liberal and a progressive, ready to reverse the advances made by the ruling majority in NPP.",0.008675485
7960,"Since insurgents and VEOs can hide behind unknown identities, eliminating the ability for them to hide will remove one of the critical enablers that is extremely important in Counter Terrorism (CT).","The Atlantica Democratic Union (ADU) candidate, Ms. Barbara M. Vaccaro, is expected to carry a majority of the votes and the election.",0.009173223
7961,3) COASTAL.,THE PIEDMONT TERRITORY CONTINUES TO EXPERIENCE THE LULL IN GUERILLA OPERATIONS.,0.009431994
7962,"A total of seven improvised rocket-assisted mortar (IRAM) projected IEDs impacted in the early hours 500 meters south of Jordan Lake during a ROP Reserve Army Unit training exercise in the vicinity of Camp Prestor, NPP.",The crowd began arriving at 0618 hours in a number of chartered buses from all over NPP.,0.04090091
7963,"After the launch and subsequent explosions caused by four mortar-projected IEDs, the reactionary forces proceeded to the suspected point of origin.",The connections or interests of the Wesui Umoja (WU) and the GRA to this region are unknown.,0.013798116
7964,"Additionally, they are known to provide some essential services for the small remote communities high up in the mountains that at times seem cutoff from the rest of the NPP.",The mass graves indicate that the violence in this region has not abated.,0.015776645
7965,Additional measures and counter-insurgency patrols will immediately begin to counter any future launches.,NFI,0.0125973085
7966,THE NEXT DAY OFFICERS EXECUTED SEARCH WARRANTS FOR A NEARBY MOBILE HOME AND OUTHOUSE.,LOWS IN THE UPPER 60'S.,0.009171958
7967,"(WPRP) -- (W+083) EARLY MORNING, W+083, STANLY COUNTY OFFICIALS QUIETLY ANNOUNCED OVER THE RADIO THIS MORNING THAT A CONTROLLED BURN SCHEDULED FOR AREAS WITHIN MORROW MOUNTAIN STATE PARK WAS DELAYED DUE TO THE RECENT RAINFALL.",(C) 22 0033 HOURS CHECK POINT NORTH PINELAND WEST SOUTH INTERNATIONAL PROVINCES ROAD TWO NINETY-FOUR / ONE TENTH MILE EAST OF NORTH PINELAND AND THE ROA BORDER RECEIVED TEN EIGHTY-TWO MILLIMETER ROUNDS CAUSING SOME LIGHT TO MODERATE STRUCTURAL DAMAGE AND CASUALTIES LISTED FOUR WOUNDED.,0.01835535
7968,PRES H.CANTETH HELD A PRESS CONFERENCE TODAY FROM HIS OFFICE IN THE CAPITAL CITY [COLUMBIA]TO UNVIEL HIS NEW AGENDA FOR THE FUTURE.,B.,0.026415959
7969,"Congresswoman Montgomery-Scott was reported missing at 0122 hours, on W-32, to the Columbia city police by her husband, Bradford Coruthers-Scott.",0435 TO 0825 HOURS A MILITARY TRAIN CARRYING HEAVY EQUIPMENT AND TACTICAL VEHICLES DERAILED IN THE CAPITAL CITY AT THE INTERSECTION OF SECONDARY ROAD SIXTEEN AND THE NORFOLK SOUTHERN SWITCH YARD.,0.011427514
7970,"This move is controversial considering Mr. Paton is from the opposition party, the Liberal Progressive Party (LPP).",This may be attributed to the public affairs effort and information operations campaign that the ROP is conducting to better inform the public.,0.12527867
7971,"This represents a significant portion of the FBP forces, and it can be assumed that ROP may begin to take additional counter-insurgency (COIN) measures to counter these attacks that are escalating and draining both manpower as well as resources from the ROP.",3) COASTAL.,0.24049936
7972,"THE MORE LIKELY CAUSE IS AFTER ITS INITIAL FLURRY OF ATTACKS AGAINST THE LPP/UPA FORCES, THE RESISTANCE IS LEARNING THE VALUE OF PATIENCE AND PLANNING.",ROP continues the investigation.,0.039068434
7973,"If President Canteth agrees to open dialogue with the MARM, this may be the first step in reconciliation for his fractured Province.",Fayetteville is the same symbolic location that hosted the first marches that kicked off the MARM on W-232.,0.14953785
